imie,plec,rok,miesiac,liczba
Agata,K,2013,12,0
Agata,K,2013,11,3
Agata,K,2013,10,1
Agata,K,2013,9,4
Agata,K,2013,8,2
Agata,K,2013,7,0
Agata,K,2013,6,0
Agata,K,2013,5,5
Agata,K,2013,4,1
Agata,K,2013,3,4
Agata,K,2013,2,3
Agata,K,2013,1,4
Agata,K,2012,12,0
Agata,K,2012,11,4
Agata,K,2012,10,6
Agata,K,2012,9,3
Agata,K,2012,8,4
Agata,K,2012,7,1
Agata,K,2012,6,4
Agata,K,2012,5,1
Agata,K,2012,4,2
Agata,K,2012,3,1
Agata,K,2012,2,2
Agata,K,2012,1,6
Agata,K,2011,12,6
Agata,K,2011,11,6
Agata,K,2011,10,3
Agata,K,2011,9,1
Agata,K,2011,8,2
Agata,K,2011,7,2
Agata,K,2011,6,2
Agata,K,2011,5,0
Agata,K,2011,4,2
Agata,K,2011,3,3
Agata,K,2011,2,3
Agata,K,2011,1,9
Agata,K,2010,12,5
Agata,K,2010,11,4
Agata,K,2010,10,5
Agata,K,2010,9,2
Agata,K,2010,8,3
Agata,K,2010,7,1
Agata,K,2010,6,3
Agata,K,2010,5,1
Agata,K,2010,4,3
Agata,K,2010,3,1
Agata,K,2010,2,2
Agata,K,2010,1,1
Agata,K,2009,12,3
Agata,K,2009,11,3
Agata,K,2009,10,2
Agata,K,2009,9,3
Agata,K,2009,8,1
Agata,K,2009,7,7
Agata,K,2009,6,2
Agata,K,2009,5,5
Agata,K,2009,4,4
Agata,K,2009,3,6
Agata,K,2009,2,2
Agata,K,2009,1,5
Agata,K,2008,12,1
Agata,K,2008,11,1
Agata,K,2008,10,4
Agata,K,2008,9,4
Agata,K,2008,8,1
Agata,K,2008,7,2
Agata,K,2008,6,3
Agata,K,2008,5,2
Agata,K,2008,4,1
Agata,K,2008,3,4
Agata,K,2008,2,0
Agata,K,2008,1,6
Agata,K,2007,12,3
Agata,K,2007,11,3
Agata,K,2007,10,3
Agata,K,2007,9,8
Agata,K,2007,8,5
Agata,K,2007,7,1
Agata,K,2007,6,2
Agata,K,2007,5,5
Agata,K,2007,4,3
Agata,K,2007,3,5
Agata,K,2007,2,11
Agata,K,2007,1,3
Agata,K,2006,12,2
Agata,K,2006,11,4
Agata,K,2006,10,5
Agata,K,2006,9,6
Agata,K,2006,8,2
Agata,K,2006,7,2
Agata,K,2006,6,3
Agata,K,2006,5,6
Agata,K,2006,4,6
Agata,K,2006,3,5
Agata,K,2006,2,5
Agata,K,2006,1,6
Agata,K,2005,12,8
Agata,K,2005,11,7
Agata,K,2005,10,5
Agata,K,2005,9,6
Agata,K,2005,8,2
Agata,K,2005,7,6
Agata,K,2005,6,8
Agata,K,2005,5,8
Agata,K,2005,4,6
Agata,K,2005,3,4
Agata,K,2005,2,7
Agata,K,2005,1,6
Agata,K,2004,12,3
Agata,K,2004,11,0
Agata,K,2004,10,3
Agata,K,2004,9,3
Agata,K,2004,8,4
Agata,K,2004,7,1
Agnieszka,K,2016,5,0
Agnieszka,K,2016,4,0
Agnieszka,K,2016,3,0
Agnieszka,K,2016,2,0
Agnieszka,K,2016,1,1
Agnieszka,K,2015,12,0
Agnieszka,K,2015,11,0
Agnieszka,K,2015,10,0
Agnieszka,K,2015,9,0
Agnieszka,K,2015,8,0
Agnieszka,K,2015,7,1
Agnieszka,K,2015,6,1
Agnieszka,K,2015,5,1
Agnieszka,K,2015,4,0
Agnieszka,K,2015,3,0
Agnieszka,K,2015,2,0
Agnieszka,K,2015,1,2
Agnieszka,K,2014,12,1
Agnieszka,K,2014,11,0
Agnieszka,K,2014,10,0
Agnieszka,K,2014,9,0
Agnieszka,K,2014,8,0
Agnieszka,K,2014,7,0
Agnieszka,K,2014,6,0
Agnieszka,K,2014,5,0
Agnieszka,K,2014,4,0
Agnieszka,K,2014,3,1
Agnieszka,K,2014,2,1
Agnieszka,K,2014,1,1
Agnieszka,K,2013,12,0
Agnieszka,K,2013,11,1
Agnieszka,K,2013,10,0
Agnieszka,K,2013,9,3
Agnieszka,K,2013,8,0
Agnieszka,K,2013,7,0
Agnieszka,K,2013,6,1
Agnieszka,K,2013,5,0
Agnieszka,K,2013,4,0
Agnieszka,K,2013,3,1
Agnieszka,K,2013,2,0
Agnieszka,K,2013,1,1
Agnieszka,K,2012,12,0
Agnieszka,K,2012,11,0
Agnieszka,K,2012,10,1
Agnieszka,K,2012,9,1
Agnieszka,K,2012,8,1
Agnieszka,K,2012,7,1
Agnieszka,K,2012,6,0
Agnieszka,K,2012,5,3
Agnieszka,K,2012,4,1
Agnieszka,K,2012,3,0
Agnieszka,K,2012,2,1
Agnieszka,K,2012,1,2
Agnieszka,K,2011,12,0
Agnieszka,K,2011,11,0
Agnieszka,K,2011,10,0
Agnieszka,K,2011,9,0
Agnieszka,K,2011,8,0
Agnieszka,K,2011,7,1
Agnieszka,K,2011,6,1
Agnieszka,K,2011,5,1
Agnieszka,K,2011,4,1
Agnieszka,K,2011,3,0
Agnieszka,K,2011,2,0
Agnieszka,K,2011,1,1
Agnieszka,K,2010,12,0
Agnieszka,K,2010,11,1
Agnieszka,K,2010,10,0
Agnieszka,K,2010,9,0
Agnieszka,K,2010,8,0
Agnieszka,K,2010,7,0
Agnieszka,K,2010,6,2
Agnieszka,K,2010,5,0
Agnieszka,K,2010,4,0
Agnieszka,K,2010,3,0
Agnieszka,K,2010,2,0
Agnieszka,K,2010,1,3
Agnieszka,K,2009,12,0
Agnieszka,K,2009,11,0
Agnieszka,K,2009,10,0
Agnieszka,K,2009,9,2
Agnieszka,K,2009,8,0
Agnieszka,K,2009,7,0
Agnieszka,K,2009,6,1
Agnieszka,K,2009,5,1
Agnieszka,K,2009,4,3
Agnieszka,K,2009,3,2
Agnieszka,K,2009,2,1
Agnieszka,K,2009,1,2
Agnieszka,K,2008,12,2
Agnieszka,K,2008,11,0
Agnieszka,K,2008,10,0
Agnieszka,K,2008,9,0
Agnieszka,K,2008,8,0
Agnieszka,K,2008,7,1
Agnieszka,K,2008,6,1
Agnieszka,K,2008,5,0
Agnieszka,K,2008,4,1
Agnieszka,K,2008,3,2
Agnieszka,K,2008,2,0
Agnieszka,K,2008,1,3
Agnieszka,K,2007,12,1
Agnieszka,K,2007,11,2
Agnieszka,K,2007,10,2
Agnieszka,K,2007,9,3
Agnieszka,K,2007,8,1
Agnieszka,K,2007,7,3
Agnieszka,K,2007,6,1
Agnieszka,K,2007,5,3
Agnieszka,K,2007,4,1
Agnieszka,K,2007,3,2
Agnieszka,K,2007,2,0
Agnieszka,K,2007,1,0
Agnieszka,K,2006,12,0
Agnieszka,K,2006,11,1
Agnieszka,K,2006,10,2
Agnieszka,K,2006,9,6
Agnieszka,K,2006,8,4
Agnieszka,K,2006,7,0
Agnieszka,K,2006,6,1
Agnieszka,K,2006,5,2
Agnieszka,K,2006,4,2
Agnieszka,K,2006,3,4
Agnieszka,K,2006,2,1
Agnieszka,K,2006,1,0
Agnieszka,K,2005,12,2
Agnieszka,K,2005,11,2
Agnieszka,K,2005,10,0
Agnieszka,K,2005,9,3
Agnieszka,K,2005,8,0
Agnieszka,K,2005,7,2
Agnieszka,K,2005,6,2
Agnieszka,K,2005,5,3
Agnieszka,K,2005,4,0
Agnieszka,K,2005,3,3
Agnieszka,K,2005,2,1
Agnieszka,K,2005,1,4
Agnieszka,K,2004,12,3
Agnieszka,K,2004,11,2
Agnieszka,K,2004,10,1
Agnieszka,K,2004,9,1
Agnieszka,K,2004,8,4
Agnieszka,K,2004,7,1
Aldona,K,2016,5,0
Aldona,K,2016,4,0
Aldona,K,2016,3,0
Aldona,K,2016,2,0
Aldona,K,2016,1,0
Aldona,K,2015,12,0
Aldona,K,2015,11,0
Aldona,K,2015,10,0
Aldona,K,2015,9,0
Aldona,K,2015,8,0
Aldona,K,2015,7,0
Aldona,K,2015,6,0
Aldona,K,2015,5,0
Aldona,K,2015,4,0
Aldona,K,2015,3,0
Aldona,K,2015,2,0
Aldona,K,2015,1,0
Aldona,K,2014,12,0
Aldona,K,2014,11,0
Aldona,K,2014,10,0
Aldona,K,2014,9,0
Aldona,K,2014,8,0
Aldona,K,2014,7,1
Aldona,K,2014,6,0
Aldona,K,2014,5,0
Aldona,K,2014,4,0
Aldona,K,2014,3,0
Aldona,K,2014,2,0
Aldona,K,2014,1,0
Aldona,K,2013,12,0
Aldona,K,2013,11,0
Aldona,K,2013,10,0
Aldona,K,2013,9,0
Aldona,K,2013,8,0
Aldona,K,2013,7,0
Aldona,K,2013,6,0
Aldona,K,2013,5,0
Aldona,K,2013,4,0
Aldona,K,2013,3,0
Aldona,K,2013,2,0
Aldona,K,2013,1,0
Aldona,K,2012,12,0
Aldona,K,2012,11,0
Aldona,K,2012,10,0
Aldona,K,2012,9,0
Aldona,K,2012,8,0
Aldona,K,2012,7,0
Aldona,K,2012,6,0
Aldona,K,2012,5,0
Aldona,K,2012,4,0
Aldona,K,2012,3,0
Aldona,K,2012,2,0
Aldona,K,2012,1,0
Aldona,K,2011,12,0
Aldona,K,2011,11,0
Aldona,K,2011,10,0
Aldona,K,2011,9,0
Aldona,K,2011,8,0
Aldona,K,2011,7,0
Aldona,K,2011,6,0
Aldona,K,2011,5,0
Aldona,K,2011,4,0
Aldona,K,2011,3,0
Aldona,K,2011,2,0
Aldona,K,2011,1,0
Aldona,K,2010,12,0
Aldona,K,2010,11,0
Aldona,K,2010,10,0
Aldona,K,2010,9,0
Aldona,K,2010,8,0
Aldona,K,2010,7,0
Aldona,K,2010,6,0
Aldona,K,2010,5,0
Aldona,K,2010,4,0
Aldona,K,2010,3,0
Aldona,K,2010,2,0
Aldona,K,2010,1,0
Aldona,K,2009,12,0
Aldona,K,2009,11,0
Aldona,K,2009,10,0
Aldona,K,2009,9,0
Aldona,K,2009,8,0
Aldona,K,2009,7,0
Aldona,K,2009,6,0
Aldona,K,2009,5,0
Aldona,K,2009,4,0
Aldona,K,2009,3,0
Aldona,K,2009,2,0
Aldona,K,2009,1,0
Aldona,K,2008,12,0
Aldona,K,2008,11,0
Aldona,K,2008,10,0
Aldona,K,2008,9,0
Aldona,K,2008,8,0
Aldona,K,2008,7,0
Aldona,K,2008,6,0
Aldona,K,2008,5,0
Aldona,K,2008,4,0
Aldona,K,2008,3,0
Aldona,K,2008,2,0
Aldona,K,2008,1,0
Aldona,K,2007,12,0
Aldona,K,2007,11,0
Aldona,K,2007,10,0
Aldona,K,2007,9,0
Aldona,K,2007,8,0
Aldona,K,2007,7,0
Aldona,K,2007,6,0
Aldona,K,2007,5,0
Aldona,K,2007,4,0
Aldona,K,2007,3,0
Aldona,K,2007,2,0
Aldona,K,2007,1,0
Aldona,K,2006,12,0
Aldona,K,2006,11,0
Aldona,K,2006,10,0
Aldona,K,2006,9,0
Aldona,K,2006,8,0
Aldona,K,2006,7,0
Aldona,K,2006,6,0
Aldona,K,2006,5,0
Aldona,K,2006,4,0
Aldona,K,2006,3,0
Aldona,K,2006,2,0
Aldona,K,2006,1,0
Aldona,K,2005,12,0
Aldona,K,2005,11,0
Aldona,K,2005,10,0
Aldona,K,2005,9,0
Aldona,K,2005,8,0
Aldona,K,2005,7,0
Aldona,K,2005,6,0
Aldona,K,2005,5,0
Aldona,K,2005,4,0
Aldona,K,2005,3,0
Aldona,K,2005,2,0
Aldona,K,2005,1,0
Aldona,K,2004,12,0
Aldona,K,2004,11,0
Aldona,K,2004,10,0
Aldona,K,2004,9,0
Aldona,K,2004,8,0
Aldona,K,2004,7,0
Aleksandra,K,2016,5,1
Aleksandra,K,2016,4,3
Aleksandra,K,2016,3,9
Aleksandra,K,2016,2,5
Aleksandra,K,2016,1,2
Aleksandra,K,2015,12,3
Aleksandra,K,2015,11,3
Aleksandra,K,2015,10,3
Aleksandra,K,2015,9,7
Aleksandra,K,2015,8,9
Aleksandra,K,2015,7,6
Aleksandra,K,2015,6,7
Aleksandra,K,2015,5,13
Aleksandra,K,2015,4,8
Aleksandra,K,2015,3,7
Aleksandra,K,2015,2,14
Aleksandra,K,2015,1,12
Aleksandra,K,2014,12,8
Aleksandra,K,2014,11,18
Aleksandra,K,2014,10,13
Aleksandra,K,2014,9,11
Aleksandra,K,2014,8,8
Aleksandra,K,2014,7,20
Aleksandra,K,2014,6,12
Aleksandra,K,2014,5,8
Aleksandra,K,2014,4,12
Aleksandra,K,2014,3,10
Aleksandra,K,2014,2,13
Aleksandra,K,2014,1,8
Aleksandra,K,2013,12,8
Aleksandra,K,2013,11,15
Aleksandra,K,2013,10,12
Aleksandra,K,2013,9,18
Aleksandra,K,2013,8,12
Aleksandra,K,2013,7,10
Aleksandra,K,2013,6,9
Aleksandra,K,2013,5,15
Aleksandra,K,2013,4,13
Aleksandra,K,2013,3,13
Aleksandra,K,2013,2,15
Aleksandra,K,2013,1,16
Aleksandra,K,2012,12,10
Aleksandra,K,2012,11,21
Aleksandra,K,2012,10,23
Aleksandra,K,2012,9,24
Aleksandra,K,2012,8,12
Aleksandra,K,2012,7,13
Aleksandra,K,2012,6,16
Aleksandra,K,2012,5,16
Aleksandra,K,2012,4,9
Aleksandra,K,2012,3,2
Aleksandra,K,2012,2,11
Aleksandra,K,2012,1,16
Aleksandra,K,2011,12,12
Aleksandra,K,2011,11,21
Aleksandra,K,2011,10,9
Aleksandra,K,2011,9,8
Aleksandra,K,2011,8,9
Aleksandra,K,2011,7,15
Aleksandra,K,2011,6,19
Aleksandra,K,2011,5,14
Aleksandra,K,2011,4,12
Aleksandra,K,2011,3,18
Aleksandra,K,2011,2,19
Aleksandra,K,2011,1,15
Aleksandra,K,2010,12,28
Aleksandra,K,2010,11,16
Aleksandra,K,2010,10,21
Aleksandra,K,2010,9,17
Aleksandra,K,2010,8,14
Aleksandra,K,2010,7,7
Aleksandra,K,2010,6,12
Aleksandra,K,2010,5,9
Aleksandra,K,2010,4,15
Aleksandra,K,2010,3,13
Aleksandra,K,2010,2,16
Aleksandra,K,2010,1,11
Aleksandra,K,2009,12,7
Aleksandra,K,2009,11,11
Aleksandra,K,2009,10,11
Aleksandra,K,2009,9,24
Aleksandra,K,2009,8,8
Aleksandra,K,2009,7,17
Aleksandra,K,2009,6,5
Aleksandra,K,2009,5,11
Aleksandra,K,2009,4,20
Aleksandra,K,2009,3,24
Aleksandra,K,2009,2,7
Aleksandra,K,2009,1,6
Aleksandra,K,2008,12,15
Aleksandra,K,2008,11,16
Aleksandra,K,2008,10,13
Aleksandra,K,2008,9,23
Aleksandra,K,2008,8,16
Aleksandra,K,2008,7,24
Aleksandra,K,2008,6,28
Aleksandra,K,2008,5,11
Aleksandra,K,2008,4,23
Aleksandra,K,2008,3,16
Aleksandra,K,2008,2,19
Aleksandra,K,2008,1,29
Aleksandra,K,2007,12,20
Aleksandra,K,2007,11,16
Aleksandra,K,2007,10,18
Aleksandra,K,2007,9,21
Aleksandra,K,2007,8,29
Aleksandra,K,2007,7,22
Aleksandra,K,2007,6,23
Aleksandra,K,2007,5,20
Aleksandra,K,2007,4,16
Aleksandra,K,2007,3,25
Aleksandra,K,2007,2,25
Aleksandra,K,2007,1,24
Aleksandra,K,2006,12,24
Aleksandra,K,2006,11,22
Aleksandra,K,2006,10,33
Aleksandra,K,2006,9,30
Aleksandra,K,2006,8,22
Aleksandra,K,2006,7,26
Aleksandra,K,2006,6,27
Aleksandra,K,2006,5,24
Aleksandra,K,2006,4,25
Aleksandra,K,2006,3,26
Aleksandra,K,2006,2,18
Aleksandra,K,2006,1,31
Aleksandra,K,2005,12,23
Aleksandra,K,2005,11,32
Aleksandra,K,2005,10,27
Aleksandra,K,2005,9,18
Aleksandra,K,2005,8,26
Aleksandra,K,2005,7,24
Aleksandra,K,2005,6,28
Aleksandra,K,2005,5,44
Aleksandra,K,2005,4,31
Aleksandra,K,2005,3,37
Aleksandra,K,2005,2,27
Aleksandra,K,2005,1,43
Aleksandra,K,2004,12,16
Aleksandra,K,2004,11,24
Aleksandra,K,2004,10,18
Aleksandra,K,2004,9,20
Aleksandra,K,2004,8,16
Aleksandra,K,2004,7,7
Alicja,K,2016,5,4
Alicja,K,2016,4,4
Alicja,K,2016,3,8
Alicja,K,2016,2,10
Alicja,K,2016,1,6
Alicja,K,2015,12,7
Alicja,K,2015,11,8
Alicja,K,2015,10,10
Alicja,K,2015,9,11
Alicja,K,2015,8,9
Alicja,K,2015,7,13
Alicja,K,2015,6,14
Alicja,K,2015,5,13
Alicja,K,2015,4,17
Alicja,K,2015,3,10
Alicja,K,2015,2,11
Alicja,K,2015,1,11
Alicja,K,2014,12,11
Alicja,K,2014,11,8
Alicja,K,2014,10,16
Alicja,K,2014,9,12
Alicja,K,2014,8,8
Alicja,K,2014,7,7
Alicja,K,2014,6,8
Alicja,K,2014,5,9
Alicja,K,2014,4,8
Alicja,K,2014,3,15
Alicja,K,2014,2,10
Alicja,K,2014,1,15
Alicja,K,2013,12,8
Alicja,K,2013,11,16
Alicja,K,2013,10,14
Alicja,K,2013,9,12
Alicja,K,2013,8,5
Alicja,K,2013,7,6
Alicja,K,2013,6,18
Alicja,K,2013,5,14
Alicja,K,2013,4,9
Alicja,K,2013,3,8
Alicja,K,2013,2,16
Alicja,K,2013,1,16
Alicja,K,2012,12,10
Alicja,K,2012,11,20
Alicja,K,2012,10,11
Alicja,K,2012,9,15
Alicja,K,2012,8,8
Alicja,K,2012,7,12
Alicja,K,2012,6,14
Alicja,K,2012,5,13
Alicja,K,2012,4,6
Alicja,K,2012,3,4
Alicja,K,2012,2,8
Alicja,K,2012,1,16
Alicja,K,2011,12,9
Alicja,K,2011,11,8
Alicja,K,2011,10,9
Alicja,K,2011,9,5
Alicja,K,2011,8,14
Alicja,K,2011,7,10
Alicja,K,2011,6,9
Alicja,K,2011,5,8
Alicja,K,2011,4,5
Alicja,K,2011,3,16
Alicja,K,2011,2,11
Alicja,K,2011,1,15
Alicja,K,2010,12,11
Alicja,K,2010,11,12
Alicja,K,2010,10,10
Alicja,K,2010,9,11
Alicja,K,2010,8,10
Alicja,K,2010,7,7
Alicja,K,2010,6,6
Alicja,K,2010,5,14
Alicja,K,2010,4,10
Alicja,K,2010,3,12
Alicja,K,2010,2,8
Alicja,K,2010,1,7
Alicja,K,2009,12,10
Alicja,K,2009,11,14
Alicja,K,2009,10,7
Alicja,K,2009,9,12
Alicja,K,2009,8,9
Alicja,K,2009,7,12
Alicja,K,2009,6,9
Alicja,K,2009,5,9
Alicja,K,2009,4,10
Alicja,K,2009,3,15
Alicja,K,2009,2,5
Alicja,K,2009,1,10
Alicja,K,2008,12,11
Alicja,K,2008,11,10
Alicja,K,2008,10,10
Alicja,K,2008,9,13
Alicja,K,2008,8,7
Alicja,K,2008,7,9
Alicja,K,2008,6,8
Alicja,K,2008,5,9
Alicja,K,2008,4,13
Alicja,K,2008,3,10
Alicja,K,2008,2,10
Alicja,K,2008,1,7
Alicja,K,2007,12,12
Alicja,K,2007,11,19
Alicja,K,2007,10,16
Alicja,K,2007,9,14
Alicja,K,2007,8,8
Alicja,K,2007,7,13
Alicja,K,2007,6,13
Alicja,K,2007,5,16
Alicja,K,2007,4,8
Alicja,K,2007,3,11
Alicja,K,2007,2,14
Alicja,K,2007,1,13
Alicja,K,2006,12,14
Alicja,K,2006,11,10
Alicja,K,2006,10,9
Alicja,K,2006,9,13
Alicja,K,2006,8,14
Alicja,K,2006,7,13
Alicja,K,2006,6,12
Alicja,K,2006,5,18
Alicja,K,2006,4,9
Alicja,K,2006,3,13
Alicja,K,2006,2,8
Alicja,K,2006,1,11
Alicja,K,2005,12,9
Alicja,K,2005,11,7
Alicja,K,2005,10,12
Alicja,K,2005,9,7
Alicja,K,2005,8,6
Alicja,K,2005,7,11
Alicja,K,2005,6,12
Alicja,K,2005,5,7
Alicja,K,2005,4,6
Alicja,K,2005,3,6
Alicja,K,2005,2,10
Alicja,K,2005,1,13
Alicja,K,2004,12,7
Alicja,K,2004,11,9
Alicja,K,2004,10,4
Alicja,K,2004,9,11
Alicja,K,2004,8,5
Alicja,K,2004,7,0
Alina,K,2016,5,0
Alina,K,2016,4,0
Alina,K,2016,3,0
Alina,K,2016,2,0
Alina,K,2016,1,0
Alina,K,2015,12,0
Alina,K,2015,11,2
Alina,K,2015,10,0
Alina,K,2015,9,0
Alina,K,2015,8,1
Alina,K,2015,7,0
Alina,K,2015,6,0
Alina,K,2015,5,1
Alina,K,2015,4,1
Alina,K,2015,3,0
Alina,K,2015,2,1
Alina,K,2015,1,1
Alina,K,2014,12,0
Alina,K,2014,11,1
Alina,K,2014,10,0
Alina,K,2014,9,0
Alina,K,2014,8,0
Alina,K,2014,7,0
Alina,K,2014,6,0
Alina,K,2014,5,2
Alina,K,2014,4,0
Alina,K,2014,3,0
Alina,K,2014,2,0
Alina,K,2014,1,0
Alina,K,2013,12,0
Alina,K,2013,11,0
Alina,K,2013,10,0
Alina,K,2013,9,0
Alina,K,2013,8,0
Alina,K,2013,7,0
Alina,K,2013,6,1
Alina,K,2013,5,0
Alina,K,2013,4,0
Alina,K,2013,3,1
Alina,K,2013,2,0
Alina,K,2013,1,0
Alina,K,2012,12,0
Alina,K,2012,11,2
Alina,K,2012,10,1
Alina,K,2012,9,0
Alina,K,2012,8,1
Alina,K,2012,7,0
Alina,K,2012,6,0
Alina,K,2012,5,0
Alina,K,2012,4,0
Alina,K,2012,3,1
Alina,K,2012,2,0
Alina,K,2012,1,0
Alina,K,2011,12,0
Alina,K,2011,11,0
Alina,K,2011,10,0
Alina,K,2011,9,0
Alina,K,2011,8,0
Alina,K,2011,7,0
Alina,K,2011,6,0
Alina,K,2011,5,0
Alina,K,2011,4,0
Alina,K,2011,3,0
Alina,K,2011,2,0
Alina,K,2011,1,1
Alina,K,2010,12,0
Alina,K,2010,11,0
Alina,K,2010,10,0
Alina,K,2010,9,0
Alina,K,2010,8,0
Alina,K,2010,7,0
Alina,K,2010,6,0
Alina,K,2010,5,0
Alina,K,2010,4,0
Alina,K,2010,3,1
Alina,K,2010,2,0
Alina,K,2010,1,0
Alina,K,2009,12,0
Alina,K,2009,11,0
Alina,K,2009,10,1
Alina,K,2009,9,0
Alina,K,2009,8,1
Alina,K,2009,7,0
Alina,K,2009,6,0
Alina,K,2009,5,0
Alina,K,2009,4,1
Alina,K,2009,3,0
Alina,K,2009,2,0
Alina,K,2009,1,0
Alina,K,2008,12,0
Alina,K,2008,11,0
Alina,K,2008,10,0
Alina,K,2008,9,0
Alina,K,2008,8,0
Alina,K,2008,7,1
Alina,K,2008,6,0
Alina,K,2008,5,0
Alina,K,2008,4,0
Alina,K,2008,3,0
Alina,K,2008,2,0
Alina,K,2008,1,1
Alina,K,2007,12,1
Alina,K,2007,11,0
Alina,K,2007,10,0
Alina,K,2007,9,0
Alina,K,2007,8,0
Alina,K,2007,7,0
Alina,K,2007,6,0
Alina,K,2007,5,1
Alina,K,2007,4,1
Alina,K,2007,3,0
Alina,K,2007,2,0
Alina,K,2007,1,0
Alina,K,2006,12,0
Alina,K,2006,11,0
Alina,K,2006,10,1
Alina,K,2006,9,0
Alina,K,2006,8,0
Alina,K,2006,7,0
Alina,K,2006,6,0
Alina,K,2006,5,1
Alina,K,2006,4,0
Alina,K,2006,3,0
Alina,K,2006,2,0
Alina,K,2006,1,0
Alina,K,2005,12,0
Alina,K,2005,11,0
Alina,K,2005,10,0
Alina,K,2005,9,0
Alina,K,2005,8,0
Alina,K,2005,7,0
Alina,K,2005,6,0
Alina,K,2005,5,2
Alina,K,2005,4,0
Alina,K,2005,3,0
Alina,K,2005,2,0
Alina,K,2005,1,0
Alina,K,2004,12,0
Alina,K,2004,11,0
Alina,K,2004,10,0
Alina,K,2004,9,0
Alina,K,2004,8,0
Alina,K,2004,7,0
Alma,K,2016,5,0
Alma,K,2016,4,0
Alma,K,2016,3,0
Alma,K,2016,2,0
Alma,K,2016,1,0
Alma,K,2015,12,0
Alma,K,2015,11,0
Alma,K,2015,10,0
Alma,K,2015,9,0
Alma,K,2015,8,0
Alma,K,2015,7,0
Alma,K,2015,6,0
Alma,K,2015,5,0
Alma,K,2015,4,0
Alma,K,2015,3,0
Alma,K,2015,2,0
Alma,K,2015,1,0
Alma,K,2014,12,0
Alma,K,2014,11,0
Alma,K,2014,10,0
Alma,K,2014,9,0
Alma,K,2014,8,0
Alma,K,2014,7,0
Alma,K,2014,6,0
Alma,K,2014,5,0
Alma,K,2014,4,0
Alma,K,2014,3,0
Alma,K,2014,2,0
Alma,K,2014,1,0
Alma,K,2013,12,0
Alma,K,2013,11,0
Alma,K,2013,10,0
Alma,K,2013,9,0
Alma,K,2013,8,0
Alma,K,2013,7,0
Alma,K,2013,6,0
Alma,K,2013,5,0
Alma,K,2013,4,0
Alma,K,2013,3,1
Alma,K,2013,2,0
Alma,K,2013,1,0
Alma,K,2012,12,0
Alma,K,2012,11,0
Alma,K,2012,10,0
Alma,K,2012,9,0
Alma,K,2012,8,0
Alma,K,2012,7,0
Alma,K,2012,6,0
Alma,K,2012,5,0
Alma,K,2012,4,0
Alma,K,2012,3,0
Alma,K,2012,2,0
Alma,K,2012,1,0
Alma,K,2011,12,0
Alma,K,2011,11,0
Alma,K,2011,10,0
Alma,K,2011,9,0
Alma,K,2011,8,0
Alma,K,2011,7,0
Alma,K,2011,6,0
Alma,K,2011,5,0
Alma,K,2011,4,0
Alma,K,2011,3,0
Alma,K,2011,2,0
Alma,K,2011,1,0
Alma,K,2010,12,0
Alma,K,2010,11,0
Alma,K,2010,10,0
Alma,K,2010,9,0
Alma,K,2010,8,0
Alma,K,2010,7,0
Alma,K,2010,6,0
Alma,K,2010,5,0
Alma,K,2010,4,0
Alma,K,2010,3,0
Alma,K,2010,2,0
Alma,K,2010,1,0
Alma,K,2009,12,0
Alma,K,2009,11,0
Alma,K,2009,10,0
Alma,K,2009,9,0
Alma,K,2009,8,0
Alma,K,2009,7,0
Alma,K,2009,6,0
Alma,K,2009,5,0
Alma,K,2009,4,0
Alma,K,2009,3,0
Alma,K,2009,2,0
Alma,K,2009,1,0
Alma,K,2008,12,0
Alma,K,2008,11,0
Alma,K,2008,10,0
Alma,K,2008,9,0
Alma,K,2008,8,0
Alma,K,2008,7,0
Alma,K,2008,6,0
Alma,K,2008,5,0
Alma,K,2008,4,0
Alma,K,2008,3,0
Alma,K,2008,2,0
Alma,K,2008,1,0
Alma,K,2007,12,0
Alma,K,2007,11,0
Alma,K,2007,10,0
Alma,K,2007,9,0
Alma,K,2007,8,0
Alma,K,2007,7,0
Alma,K,2007,6,0
Alma,K,2007,5,0
Alma,K,2007,4,0
Alma,K,2007,3,0
Alma,K,2007,2,0
Alma,K,2007,1,0
Alma,K,2006,12,0
Alma,K,2006,11,0
Alma,K,2006,10,0
Alma,K,2006,9,0
Alma,K,2006,8,0
Alma,K,2006,7,0
Alma,K,2006,6,0
Alma,K,2006,5,0
Alma,K,2006,4,0
Alma,K,2006,3,0
Alma,K,2006,2,0
Alma,K,2006,1,0
Alma,K,2005,12,0
Alma,K,2005,11,0
Alma,K,2005,10,0
Alma,K,2005,9,0
Alma,K,2005,8,0
Alma,K,2005,7,0
Alma,K,2005,6,0
Alma,K,2005,5,0
Alma,K,2005,4,0
Alma,K,2005,3,0
Alma,K,2005,2,0
Alma,K,2005,1,0
Alma,K,2004,12,0
Alma,K,2004,11,0
Alma,K,2004,10,0
Alma,K,2004,9,0
Alma,K,2004,8,0
Alma,K,2004,7,0
Amanda,K,2016,5,0
Amanda,K,2016,4,0
Amanda,K,2016,3,0
Amanda,K,2016,2,0
Amanda,K,2016,1,0
Amanda,K,2015,12,0
Amanda,K,2015,11,0
Amanda,K,2015,10,0
Amanda,K,2015,9,0
Amanda,K,2015,8,0
Amanda,K,2015,7,0
Amanda,K,2015,6,0
Amanda,K,2015,5,0
Amanda,K,2015,4,0
