imie,plec,rok,miesiac,liczba
Maksym,M,2009,8,0
Maksym,M,2009,7,0
Maksym,M,2009,6,1
Maksym,M,2009,5,0
Maksym,M,2009,4,0
Maksym,M,2009,3,1
Maksym,M,2009,2,0
Maksym,M,2009,1,0
Maksym,M,2008,12,1
Maksym,M,2008,11,0
Maksym,M,2008,10,0
Maksym,M,2008,9,0
Maksym,M,2008,8,0
Maksym,M,2008,7,1
Maksym,M,2008,6,1
Maksym,M,2008,5,0
Maksym,M,2008,4,2
Maksym,M,2008,3,0
Maksym,M,2008,2,0
Maksym,M,2008,1,1
Maksym,M,2007,12,2
Maksym,M,2007,11,0
Maksym,M,2007,10,0
Maksym,M,2007,9,0
Maksym,M,2007,8,0
Maksym,M,2007,7,0
Maksym,M,2007,6,1
Maksym,M,2007,5,1
Maksym,M,2007,4,0
Maksym,M,2007,3,0
Maksym,M,2007,2,0
Maksym,M,2007,1,1
Maksym,M,2006,12,0
Maksym,M,2006,11,1
Maksym,M,2006,10,2
Maksym,M,2006,9,0
Maksym,M,2006,8,0
Maksym,M,2006,7,0
Maksym,M,2006,6,0
Maksym,M,2006,5,1
Maksym,M,2006,4,0
Maksym,M,2006,3,0
Maksym,M,2006,2,1
Maksym,M,2006,1,0
Maksym,M,2005,12,0
Maksym,M,2005,11,0
Maksym,M,2005,10,1
Maksym,M,2005,9,0
Maksym,M,2005,8,0
Maksym,M,2005,7,0
Maksym,M,2005,6,0
Maksym,M,2005,5,1
Maksym,M,2005,4,0
Maksym,M,2005,3,2
Maksym,M,2005,2,1
Maksym,M,2005,1,1
Maksym,M,2004,12,0
Maksym,M,2004,11,0
Maksym,M,2004,10,0
Maksym,M,2004,9,0
Maksym,M,2004,8,0
Maksym,M,2004,7,0
Maksymilian,M,2016,5,1
Maksymilian,M,2016,4,2
Maksymilian,M,2016,3,3
Maksymilian,M,2016,2,4
Maksymilian,M,2016,1,1
Maksymilian,M,2015,12,1
Maksymilian,M,2015,11,1
Maksymilian,M,2015,10,3
Maksymilian,M,2015,9,3
Maksymilian,M,2015,8,4
Maksymilian,M,2015,7,2
Maksymilian,M,2015,6,3
Maksymilian,M,2015,5,7
Maksymilian,M,2015,4,6
Maksymilian,M,2015,3,6
Maksymilian,M,2015,2,4
Maksymilian,M,2015,1,4
Maksymilian,M,2014,12,4
Maksymilian,M,2014,11,8
Maksymilian,M,2014,10,5
Maksymilian,M,2014,9,8
Maksymilian,M,2014,8,5
Maksymilian,M,2014,7,7
Maksymilian,M,2014,6,5
Maksymilian,M,2014,5,2
Maksymilian,M,2014,4,4
Maksymilian,M,2014,3,9
Maksymilian,M,2014,2,3
Maksymilian,M,2014,1,2
Maksymilian,M,2013,12,2
Maksymilian,M,2013,11,6
Maksymilian,M,2013,10,4
Maksymilian,M,2013,9,4
Maksymilian,M,2013,8,6
Maksymilian,M,2013,7,5
Maksymilian,M,2013,6,5
Maksymilian,M,2013,5,4
Maksymilian,M,2013,4,2
Maksymilian,M,2013,3,8
Maksymilian,M,2013,2,1
Maksymilian,M,2013,1,7
Maksymilian,M,2012,12,2
Maksymilian,M,2012,11,5
Maksymilian,M,2012,10,1
Maksymilian,M,2012,9,7
Maksymilian,M,2012,8,4
Maksymilian,M,2012,7,4
Maksymilian,M,2012,6,5
Maksymilian,M,2012,5,3
Maksymilian,M,2012,4,4
Maksymilian,M,2012,3,2
Maksymilian,M,2012,2,6
Maksymilian,M,2012,1,5
Maksymilian,M,2011,12,4
Maksymilian,M,2011,11,6
Maksymilian,M,2011,10,4
Maksymilian,M,2011,9,0
Maksymilian,M,2011,8,12
Maksymilian,M,2011,7,7
Maksymilian,M,2011,6,11
Maksymilian,M,2011,5,8
Maksymilian,M,2011,4,6
Maksymilian,M,2011,3,5
Maksymilian,M,2011,2,3
Maksymilian,M,2011,1,13
Maksymilian,M,2010,12,7
Maksymilian,M,2010,11,7
Maksymilian,M,2010,10,6
Maksymilian,M,2010,9,6
Maksymilian,M,2010,8,8
Maksymilian,M,2010,7,8
Maksymilian,M,2010,6,12
Maksymilian,M,2010,5,6
Maksymilian,M,2010,4,10
Maksymilian,M,2010,3,10
Maksymilian,M,2010,2,8
Maksymilian,M,2010,1,5
Maksymilian,M,2009,12,2
Maksymilian,M,2009,11,9
Maksymilian,M,2009,10,8
Maksymilian,M,2009,9,8
Maksymilian,M,2009,8,5
Maksymilian,M,2009,7,7
Maksymilian,M,2009,6,6
Maksymilian,M,2009,5,9
Maksymilian,M,2009,4,6
Maksymilian,M,2009,3,9
Maksymilian,M,2009,2,4
Maksymilian,M,2009,1,1
Maksymilian,M,2008,12,7
Maksymilian,M,2008,11,11
Maksymilian,M,2008,10,5
Maksymilian,M,2008,9,10
Maksymilian,M,2008,8,11
Maksymilian,M,2008,7,8
Maksymilian,M,2008,6,6
Maksymilian,M,2008,5,6
Maksymilian,M,2008,4,7
Maksymilian,M,2008,3,8
Maksymilian,M,2008,2,9
Maksymilian,M,2008,1,11
Maksymilian,M,2007,12,10
Maksymilian,M,2007,11,7
Maksymilian,M,2007,10,13
Maksymilian,M,2007,9,9
Maksymilian,M,2007,8,9
Maksymilian,M,2007,7,8
Maksymilian,M,2007,6,10
Maksymilian,M,2007,5,12
Maksymilian,M,2007,4,6
Maksymilian,M,2007,3,11
Maksymilian,M,2007,2,11
Maksymilian,M,2007,1,11
Maksymilian,M,2006,12,5
Maksymilian,M,2006,11,7
Maksymilian,M,2006,10,9
Maksymilian,M,2006,9,10
Maksymilian,M,2006,8,10
Maksymilian,M,2006,7,13
Maksymilian,M,2006,6,11
Maksymilian,M,2006,5,16
Maksymilian,M,2006,4,8
Maksymilian,M,2006,3,5
Maksymilian,M,2006,2,5
Maksymilian,M,2006,1,4
Maksymilian,M,2005,12,3
Maksymilian,M,2005,11,12
Maksymilian,M,2005,10,13
Maksymilian,M,2005,9,14
Maksymilian,M,2005,8,9
Maksymilian,M,2005,7,12
Maksymilian,M,2005,6,8
Maksymilian,M,2005,5,10
Maksymilian,M,2005,4,6
Maksymilian,M,2005,3,12
Maksymilian,M,2005,2,8
Maksymilian,M,2005,1,5
Maksymilian,M,2004,12,0
Maksymilian,M,2004,11,6
Maksymilian,M,2004,10,4
Maksymilian,M,2004,9,8
Maksymilian,M,2004,8,7
Maksymilian,M,2004,7,6
Manuel,M,2016,5,0
Manuel,M,2016,4,0
Manuel,M,2016,3,0
Manuel,M,2016,2,0
Manuel,M,2016,1,0
Manuel,M,2015,12,0
Manuel,M,2015,11,0
Manuel,M,2015,10,0
Manuel,M,2015,9,0
Manuel,M,2015,8,0
Manuel,M,2015,7,0
Manuel,M,2015,6,0
Manuel,M,2015,5,0
Manuel,M,2015,4,0
Manuel,M,2015,3,0
Manuel,M,2015,2,0
Manuel,M,2015,1,0
Manuel,M,2014,12,0
Manuel,M,2014,11,0
Manuel,M,2014,10,0
Manuel,M,2014,9,0
Manuel,M,2014,8,0
Manuel,M,2014,7,0
Manuel,M,2014,6,0
Manuel,M,2014,5,0
Manuel,M,2014,4,0
Manuel,M,2014,3,0
Manuel,M,2014,2,0
Manuel,M,2014,1,0
Manuel,M,2013,12,0
Manuel,M,2013,11,0
Manuel,M,2013,10,0
Manuel,M,2013,9,0
Manuel,M,2013,8,0
Manuel,M,2013,7,0
Manuel,M,2013,6,0
Manuel,M,2013,5,0
Manuel,M,2013,4,0
Manuel,M,2013,3,0
Manuel,M,2013,2,0
Manuel,M,2013,1,0
Manuel,M,2012,12,0
Manuel,M,2012,11,0
Manuel,M,2012,10,0
Manuel,M,2012,9,0
Manuel,M,2012,8,0
Manuel,M,2012,7,0
Manuel,M,2012,6,0
Manuel,M,2012,5,0
Manuel,M,2012,4,0
Manuel,M,2012,3,0
Manuel,M,2012,2,0
Manuel,M,2012,1,0
Manuel,M,2011,12,0
Manuel,M,2011,11,0
Manuel,M,2011,10,0
Manuel,M,2011,9,0
Manuel,M,2011,8,0
Manuel,M,2011,7,0
Manuel,M,2011,6,0
Manuel,M,2011,5,0
Manuel,M,2011,4,0
Manuel,M,2011,3,0
Manuel,M,2011,2,0
Manuel,M,2011,1,0
Manuel,M,2010,12,0
Manuel,M,2010,11,0
Manuel,M,2010,10,0
Manuel,M,2010,9,0
Manuel,M,2010,8,0
Manuel,M,2010,7,0
Manuel,M,2010,6,0
Manuel,M,2010,5,0
Manuel,M,2010,4,0
Manuel,M,2010,3,0
Manuel,M,2010,2,0
Manuel,M,2010,1,0
Manuel,M,2009,12,0
Manuel,M,2009,11,0
Manuel,M,2009,10,0
Manuel,M,2009,9,0
Manuel,M,2009,8,0
Manuel,M,2009,7,0
Manuel,M,2009,6,0
Manuel,M,2009,5,0
Manuel,M,2009,4,0
Manuel,M,2009,3,0
Manuel,M,2009,2,0
Manuel,M,2009,1,0
Manuel,M,2008,12,0
Manuel,M,2008,11,0
Manuel,M,2008,10,0
Manuel,M,2008,9,0
Manuel,M,2008,8,0
Manuel,M,2008,7,0
Manuel,M,2008,6,0
Manuel,M,2008,5,0
Manuel,M,2008,4,0
Manuel,M,2008,3,0
Manuel,M,2008,2,0
Manuel,M,2008,1,0
Manuel,M,2007,12,0
Manuel,M,2007,11,0
Manuel,M,2007,10,0
Manuel,M,2007,9,0
Manuel,M,2007,8,0
Manuel,M,2007,7,0
Manuel,M,2007,6,0
Manuel,M,2007,5,0
Manuel,M,2007,4,0
Manuel,M,2007,3,0
Manuel,M,2007,2,0
Manuel,M,2007,1,0
Manuel,M,2006,12,0
Manuel,M,2006,11,0
Manuel,M,2006,10,0
Manuel,M,2006,9,0
Manuel,M,2006,8,0
Manuel,M,2006,7,0
Manuel,M,2006,6,0
Manuel,M,2006,5,0
Manuel,M,2006,4,0
Manuel,M,2006,3,0
Manuel,M,2006,2,0
Manuel,M,2006,1,0
Manuel,M,2005,12,0
Manuel,M,2005,11,0
Manuel,M,2005,10,0
Manuel,M,2005,9,0
Manuel,M,2005,8,0
Manuel,M,2005,7,0
Manuel,M,2005,6,0
Manuel,M,2005,5,0
Manuel,M,2005,4,0
Manuel,M,2005,3,0
Manuel,M,2005,2,0
Manuel,M,2005,1,1
Manuel,M,2004,12,0
Manuel,M,2004,11,0
Manuel,M,2004,10,0
Manuel,M,2004,9,0
Manuel,M,2004,8,0
Manuel,M,2004,7,0
Marcel,M,2016,5,0
Marcel,M,2016,4,3
Marcel,M,2016,3,5
Marcel,M,2016,2,5
Marcel,M,2016,1,3
Marcel,M,2015,12,2
Marcel,M,2015,11,3
Marcel,M,2015,10,4
Marcel,M,2015,9,6
Marcel,M,2015,8,5
Marcel,M,2015,7,3
Marcel,M,2015,6,3
Marcel,M,2015,5,4
Marcel,M,2015,4,6
Marcel,M,2015,3,3
Marcel,M,2015,2,5
Marcel,M,2015,1,2
Marcel,M,2014,12,6
Marcel,M,2014,11,8
Marcel,M,2014,10,5
Marcel,M,2014,9,5
Marcel,M,2014,8,4
Marcel,M,2014,7,5
Marcel,M,2014,6,3
Marcel,M,2014,5,5
Marcel,M,2014,4,2
Marcel,M,2014,3,14
Marcel,M,2014,2,3
Marcel,M,2014,1,5
Marcel,M,2013,12,3
Marcel,M,2013,11,3
Marcel,M,2013,10,3
Marcel,M,2013,9,11
Marcel,M,2013,8,5
Marcel,M,2013,7,4
Marcel,M,2013,6,3
Marcel,M,2013,5,8
Marcel,M,2013,4,1
Marcel,M,2013,3,2
Marcel,M,2013,2,3
Marcel,M,2013,1,10
Marcel,M,2012,12,5
Marcel,M,2012,11,5
Marcel,M,2012,10,3
Marcel,M,2012,9,5
Marcel,M,2012,8,3
Marcel,M,2012,7,4
Marcel,M,2012,6,9
Marcel,M,2012,5,7
Marcel,M,2012,4,5
Marcel,M,2012,3,4
Marcel,M,2012,2,4
Marcel,M,2012,1,7
Marcel,M,2011,12,2
Marcel,M,2011,11,1
Marcel,M,2011,10,5
Marcel,M,2011,9,2
Marcel,M,2011,8,7
Marcel,M,2011,7,3
Marcel,M,2011,6,7
Marcel,M,2011,5,4
Marcel,M,2011,4,4
Marcel,M,2011,3,5
Marcel,M,2011,2,6
Marcel,M,2011,1,5
Marcel,M,2010,12,4
Marcel,M,2010,11,2
Marcel,M,2010,10,5
Marcel,M,2010,9,7
Marcel,M,2010,8,3
Marcel,M,2010,7,6
Marcel,M,2010,6,4
Marcel,M,2010,5,5
Marcel,M,2010,4,4
Marcel,M,2010,3,2
Marcel,M,2010,2,7
Marcel,M,2010,1,3
Marcel,M,2009,12,3
Marcel,M,2009,11,8
Marcel,M,2009,10,0
Marcel,M,2009,9,8
Marcel,M,2009,8,3
Marcel,M,2009,7,7
Marcel,M,2009,6,0
Marcel,M,2009,5,4
Marcel,M,2009,4,1
Marcel,M,2009,3,7
Marcel,M,2009,2,2
Marcel,M,2009,1,4
Marcel,M,2008,12,5
Marcel,M,2008,11,5
Marcel,M,2008,10,4
Marcel,M,2008,9,7
Marcel,M,2008,8,11
Marcel,M,2008,7,4
Marcel,M,2008,6,6
Marcel,M,2008,5,5
Marcel,M,2008,4,7
Marcel,M,2008,3,6
Marcel,M,2008,2,6
Marcel,M,2008,1,1
Marcel,M,2007,12,3
Marcel,M,2007,11,4
Marcel,M,2007,10,1
Marcel,M,2007,9,5
Marcel,M,2007,8,3
Marcel,M,2007,7,1
Marcel,M,2007,6,3
Marcel,M,2007,5,6
Marcel,M,2007,4,2
Marcel,M,2007,3,3
Marcel,M,2007,2,6
Marcel,M,2007,1,1
Marcel,M,2006,12,8
Marcel,M,2006,11,4
Marcel,M,2006,10,2
Marcel,M,2006,9,1
Marcel,M,2006,8,1
Marcel,M,2006,7,6
Marcel,M,2006,6,3
Marcel,M,2006,5,3
Marcel,M,2006,4,1
Marcel,M,2006,3,5
Marcel,M,2006,2,3
Marcel,M,2006,1,3
Marcel,M,2005,12,2
Marcel,M,2005,11,2
Marcel,M,2005,10,2
Marcel,M,2005,9,2
Marcel,M,2005,8,0
Marcel,M,2005,7,3
Marcel,M,2005,6,2
Marcel,M,2005,5,0
Marcel,M,2005,4,1
Marcel,M,2005,3,1
Marcel,M,2005,2,4
Marcel,M,2005,1,3
Marcel,M,2004,12,3
Marcel,M,2004,11,1
Marcel,M,2004,10,2
Marcel,M,2004,9,4
Marcel,M,2004,8,0
Marcel,M,2004,7,1
Marceli,M,2016,5,0
Marceli,M,2016,4,0
Marceli,M,2016,3,1
Marceli,M,2016,2,0
Marceli,M,2016,1,0
Marceli,M,2015,12,0
Marceli,M,2015,11,0
Marceli,M,2015,10,0
Marceli,M,2015,9,0
Marceli,M,2015,8,0
Marceli,M,2015,7,1
Marceli,M,2015,6,0
Marceli,M,2015,5,0
Marceli,M,2015,4,0
Marceli,M,2015,3,0
Marceli,M,2015,2,0
Marceli,M,2015,1,0
Marceli,M,2014,12,1
Marceli,M,2014,11,0
Marceli,M,2014,10,0
Marceli,M,2014,9,0
Marceli,M,2014,8,0
Marceli,M,2014,7,0
Marceli,M,2014,6,0
Marceli,M,2014,5,1
Marceli,M,2014,4,0
Marceli,M,2014,3,0
Marceli,M,2014,2,0
Marceli,M,2014,1,0
Marceli,M,2013,12,0
Marceli,M,2013,11,0
Marceli,M,2013,10,0
Marceli,M,2013,9,0
Marceli,M,2013,8,1
Marceli,M,2013,7,0
Marceli,M,2013,6,0
Marceli,M,2013,5,0
Marceli,M,2013,4,0
Marceli,M,2013,3,0
Marceli,M,2013,2,0
Marceli,M,2013,1,1
Marceli,M,2012,12,0
Marceli,M,2012,11,1
Marceli,M,2012,10,0
Marceli,M,2012,9,0
Marceli,M,2012,8,0
Marceli,M,2012,7,1
Marceli,M,2012,6,0
Marceli,M,2012,5,1
Marceli,M,2012,4,0
Marceli,M,2012,3,0
Marceli,M,2012,2,0
Marceli,M,2012,1,0
Marceli,M,2011,12,0
Marceli,M,2011,11,1
Marceli,M,2011,10,0
Marceli,M,2011,9,1
Marceli,M,2011,8,0
Marceli,M,2011,7,2
Marceli,M,2011,6,0
Marceli,M,2011,5,0
Marceli,M,2011,4,0
Marceli,M,2011,3,0
Marceli,M,2011,2,0
Marceli,M,2011,1,0
Marceli,M,2010,12,0
Marceli,M,2010,11,0
Marceli,M,2010,10,0
Marceli,M,2010,9,0
Marceli,M,2010,8,0
Marceli,M,2010,7,0
Marceli,M,2010,6,0
Marceli,M,2010,5,0
Marceli,M,2010,4,0
Marceli,M,2010,3,0
Marceli,M,2010,2,2
Marceli,M,2010,1,0
Marceli,M,2009,12,1
Marceli,M,2009,11,0
Marceli,M,2009,10,0
Marceli,M,2009,9,0
Marceli,M,2009,8,1
Marceli,M,2009,7,0
Marceli,M,2009,6,1
Marceli,M,2009,5,0
Marceli,M,2009,4,0
Marceli,M,2009,3,0
Marceli,M,2009,2,0
Marceli,M,2009,1,0
Marceli,M,2008,12,0
Marceli,M,2008,11,0
Marceli,M,2008,10,0
Marceli,M,2008,9,0
Marceli,M,2008,8,0
Marceli,M,2008,7,1
Marceli,M,2008,6,0
Marceli,M,2008,5,1
Marceli,M,2008,4,1
Marceli,M,2008,3,1
Marceli,M,2008,2,2
Marceli,M,2008,1,1
Marceli,M,2007,12,0
Marceli,M,2007,11,0
Marceli,M,2007,10,0
Marceli,M,2007,9,0
Marceli,M,2007,8,1
Marceli,M,2007,7,2
Marceli,M,2007,6,1
Marceli,M,2007,5,1
Marceli,M,2007,4,0
Marceli,M,2007,3,0
Marceli,M,2007,2,0
Marceli,M,2007,1,0
Marceli,M,2006,12,0
Marceli,M,2006,11,0
Marceli,M,2006,10,0
Marceli,M,2006,9,1
Marceli,M,2006,8,0
Marceli,M,2006,7,0
Marceli,M,2006,6,0
Marceli,M,2006,5,0
Marceli,M,2006,4,1
Marceli,M,2006,3,0
Marceli,M,2006,2,0
Marceli,M,2006,1,3
Marceli,M,2005,12,1
Marceli,M,2005,11,0
Marceli,M,2005,10,0
Marceli,M,2005,9,1
Marceli,M,2005,8,0
Marceli,M,2005,7,1
Marceli,M,2005,6,0
Marceli,M,2005,5,0
Marceli,M,2005,4,0
Marceli,M,2005,3,1
Marceli,M,2005,2,0
Marceli,M,2005,1,0
Marceli,M,2004,12,0
Marceli,M,2004,11,0
Marceli,M,2004,10,0
Marceli,M,2004,9,0
Marceli,M,2004,8,0
Marceli,M,2004,7,0
Marcin,M,2016,5,0
Marcin,M,2016,4,0
Marcin,M,2016,3,0
Marcin,M,2016,2,2
Marcin,M,2016,1,0
Marcin,M,2015,12,1
Marcin,M,2015,11,0
Marcin,M,2015,10,1
Marcin,M,2015,9,2
Marcin,M,2015,8,2
Marcin,M,2015,7,1
Marcin,M,2015,6,4
Marcin,M,2015,5,2
Marcin,M,2015,4,0
Marcin,M,2015,3,0
Marcin,M,2015,2,3
Marcin,M,2015,1,0
Marcin,M,2014,12,2
Marcin,M,2014,11,1
Marcin,M,2014,10,1
Marcin,M,2014,9,3
Marcin,M,2014,8,2
Marcin,M,2014,7,0
Marcin,M,2014,6,1
Marcin,M,2014,5,1
Marcin,M,2014,4,1
Marcin,M,2014,3,2
Marcin,M,2014,2,0
Marcin,M,2014,1,0
Marcin,M,2013,12,0
Marcin,M,2013,11,2
Marcin,M,2013,10,3
Marcin,M,2013,9,3
Marcin,M,2013,8,2
Marcin,M,2013,7,0
Marcin,M,2013,6,5
Marcin,M,2013,5,2
Marcin,M,2013,4,1
Marcin,M,2013,3,2
Marcin,M,2013,2,3
Marcin,M,2013,1,1
Marcin,M,2012,12,4
Marcin,M,2012,11,1
Marcin,M,2012,10,1
Marcin,M,2012,9,2
Marcin,M,2012,8,7
Marcin,M,2012,7,3
Marcin,M,2012,6,2
Marcin,M,2012,5,1
Marcin,M,2012,4,1
Marcin,M,2012,3,2
Marcin,M,2012,2,1
Marcin,M,2012,1,6
Marcin,M,2011,12,4
Marcin,M,2011,11,3
Marcin,M,2011,10,1
Marcin,M,2011,9,1
Marcin,M,2011,8,4
Marcin,M,2011,7,3
Marcin,M,2011,6,1
Marcin,M,2011,5,4
Marcin,M,2011,4,2
Marcin,M,2011,3,3
Marcin,M,2011,2,2
Marcin,M,2011,1,2
Marcin,M,2010,12,1
Marcin,M,2010,11,3
Marcin,M,2010,10,0
Marcin,M,2010,9,4
Marcin,M,2010,8,1
Marcin,M,2010,7,1
Marcin,M,2010,6,2
Marcin,M,2010,5,2
Marcin,M,2010,4,5
Marcin,M,2010,3,3
Marcin,M,2010,2,6
Marcin,M,2010,1,1
Marcin,M,2009,12,1
Marcin,M,2009,11,1
Marcin,M,2009,10,4
Marcin,M,2009,9,5
Marcin,M,2009,8,3
Marcin,M,2009,7,5
Marcin,M,2009,6,3
Marcin,M,2009,5,3
Marcin,M,2009,4,3
Marcin,M,2009,3,4
Marcin,M,2009,2,1
Marcin,M,2009,1,1
Marcin,M,2008,12,4
Marcin,M,2008,11,6
Marcin,M,2008,10,6
Marcin,M,2008,9,2
Marcin,M,2008,8,3
Marcin,M,2008,7,5
Marcin,M,2008,6,2
Marcin,M,2008,5,3
Marcin,M,2008,4,5
Marcin,M,2008,3,2
Marcin,M,2008,2,2
Marcin,M,2008,1,2
Marcin,M,2007,12,5
Marcin,M,2007,11,2
Marcin,M,2007,10,1
Marcin,M,2007,9,5
Marcin,M,2007,8,6
Marcin,M,2007,7,6
Marcin,M,2007,6,4
Marcin,M,2007,5,3
Marcin,M,2007,4,7
Marcin,M,2007,3,2
Marcin,M,2007,2,2
Marcin,M,2007,1,1
Marcin,M,2006,12,4
Marcin,M,2006,11,6
Marcin,M,2006,10,6
Marcin,M,2006,9,7
Marcin,M,2006,8,4
Marcin,M,2006,7,9
Marcin,M,2006,6,7
Marcin,M,2006,5,3
Marcin,M,2006,4,4
Marcin,M,2006,3,6
Marcin,M,2006,2,1
Marcin,M,2006,1,0
Marcin,M,2005,12,2
Marcin,M,2005,11,8
Marcin,M,2005,10,7
Marcin,M,2005,9,7
Marcin,M,2005,8,7
Marcin,M,2005,7,5
Marcin,M,2005,6,8
Marcin,M,2005,5,9
Marcin,M,2005,4,4
Marcin,M,2005,3,2
Marcin,M,2005,2,2
Marcin,M,2005,1,3
Marcin,M,2004,12,1
Marcin,M,2004,11,1
Marcin,M,2004,10,2
Marcin,M,2004,9,2
Marcin,M,2004,8,3
Marcin,M,2004,7,0
Marcus,M,2016,5,0
Marcus,M,2016,4,0
Marcus,M,2016,3,0
Marcus,M,2016,2,0
Marcus,M,2016,1,0
Marcus,M,2015,12,0
Marcus,M,2015,11,0
Marcus,M,2015,10,0
Marcus,M,2015,9,0
Marcus,M,2015,8,0
Marcus,M,2015,7,0
Marcus,M,2015,6,0
Marcus,M,2015,5,0
Marcus,M,2015,4,0
Marcus,M,2015,3,0
Marcus,M,2015,2,0
Marcus,M,2015,1,0
Marcus,M,2014,12,0
Marcus,M,2014,11,0
Marcus,M,2014,10,0
Marcus,M,2014,9,0
Marcus,M,2014,8,0
Marcus,M,2014,7,1
Marcus,M,2014,6,0
Marcus,M,2014,5,0
Marcus,M,2014,4,0
Marcus,M,2014,3,0
Marcus,M,2014,2,0
Marcus,M,2014,1,0
Marcus,M,2013,12,0
Marcus,M,2013,11,0
Marcus,M,2013,10,0
Marcus,M,2013,9,0
Marcus,M,2013,8,0
Marcus,M,2013,7,0
Marcus,M,2013,6,0
Marcus,M,2013,5,0
Marcus,M,2013,4,0
Marcus,M,2013,3,0
Marcus,M,2013,2,0
Marcus,M,2013,1,0
Marcus,M,2012,12,0
Marcus,M,2012,11,0
Marcus,M,2012,10,0
Marcus,M,2012,9,0
Marcus,M,2012,8,0
Marcus,M,2012,7,0
Marcus,M,2012,6,0
Marcus,M,2012,5,0
Marcus,M,2012,4,0
Marcus,M,2012,3,0
Marcus,M,2012,2,0
Marcus,M,2012,1,0
Marcus,M,2011,12,0
Marcus,M,2011,11,0
Marcus,M,2011,10,0
Marcus,M,2011,9,0
Marcus,M,2011,8,0
Marcus,M,2011,7,0
Marcus,M,2011,6,0
Marcus,M,2011,5,0
Marcus,M,2011,4,0
Marcus,M,2011,3,0
Marcus,M,2011,2,0
Marcus,M,2011,1,0
Marcus,M,2010,12,0
Marcus,M,2010,11,0
Marcus,M,2010,10,0
Marcus,M,2010,9,0
Marcus,M,2010,8,0
Marcus,M,2010,7,0
Marcus,M,2010,6,0
Marcus,M,2010,5,0
Marcus,M,2010,4,0
Marcus,M,2010,3,0
Marcus,M,2010,2,0
Marcus,M,2010,1,0
Marcus,M,2009,12,0
Marcus,M,2009,11,0
Marcus,M,2009,10,0
Marcus,M,2009,9,0
Marcus,M,2009,8,0
Marcus,M,2009,7,0
Marcus,M,2009,6,0
Marcus,M,2009,5,0
Marcus,M,2009,4,0
Marcus,M,2009,3,0
Marcus,M,2009,2,0
Marcus,M,2009,1,0
Marcus,M,2008,12,0
Marcus,M,2008,11,0
Marcus,M,2008,10,0
Marcus,M,2008,9,0
Marcus,M,2008,8,0
Marcus,M,2008,7,0
Marcus,M,2008,6,0
Marcus,M,2008,5,0
Marcus,M,2008,4,0
Marcus,M,2008,3,0
Marcus,M,2008,2,0
Marcus,M,2008,1,0
Marcus,M,2007,12,0
Marcus,M,2007,11,0
Marcus,M,2007,10,0
Marcus,M,2007,9,0
Marcus,M,2007,8,0
Marcus,M,2007,7,0
Marcus,M,2007,6,0
Marcus,M,2007,5,0
Marcus,M,2007,4,0
Marcus,M,2007,3,0
Marcus,M,2007,2,0
Marcus,M,2007,1,0
Marcus,M,2006,12,0
Marcus,M,2006,11,0
Marcus,M,2006,10,0
Marcus,M,2006,9,0
Marcus,M,2006,8,0
Marcus,M,2006,7,0
Marcus,M,2006,6,0
Marcus,M,2006,5,0
Marcus,M,2006,4,0
Marcus,M,2006,3,0
Marcus,M,2006,2,0
Marcus,M,2006,1,0
Marcus,M,2005,12,3
Marcus,M,2005,11,0
Marcus,M,2005,10,0
Marcus,M,2005,9,0
Marcus,M,2005,8,0
Marcus,M,2005,7,0
Marcus,M,2005,6,0
Marcus,M,2005,5,0
Marcus,M,2005,4,0
Marcus,M,2005,3,0
Marcus,M,2005,2,0
Marcus,M,2005,1,0
Marcus,M,2004,12,0
Marcus,M,2004,11,0
Marcus,M,2004,10,0
Marcus,M,2004,9,0
Marcus,M,2004,8,0
Marcus,M,2004,7,0
Marek,M,2016,5,0
Marek,M,2016,4,1
Marek,M,2016,3,1
Marek,M,2016,2,1
Marek,M,2016,1,0
Marek,M,2015,12,0
Marek,M,2015,11,1
Marek,M,2015,10,0
Marek,M,2015,9,1
Marek,M,2015,8,3
Marek,M,2015,7,2
Marek,M,2015,6,0
Marek,M,2015,5,3
Marek,M,2015,4,0
Marek,M,2015,3,1
Marek,M,2015,2,2
Marek,M,2015,1,0
Marek,M,2014,12,0
Marek,M,2014,11,3
Marek,M,2014,10,0
Marek,M,2014,9,0
Marek,M,2014,8,3
Marek,M,2014,7,1
Marek,M,2014,6,1
Marek,M,2014,5,0
Marek,M,2014,4,0
Marek,M,2014,3,0
Marek,M,2014,2,0
Marek,M,2014,1,0
Marek,M,2013,12,0
Marek,M,2013,11,1
Marek,M,2013,10,0
Marek,M,2013,9,0
Marek,M,2013,8,1
Marek,M,2013,7,1
Marek,M,2013,6,3
Marek,M,2013,5,1
Marek,M,2013,4,3
Marek,M,2013,3,0
Marek,M,2013,2,1
Marek,M,2013,1,1
Marek,M,2012,12,3
Marek,M,2012,11,1
Marek,M,2012,10,0
Marek,M,2012,9,0
Marek,M,2012,8,0
Marek,M,2012,7,1
Marek,M,2012,6,1
Marek,M,2012,5,1
Marek,M,2012,4,0
Marek,M,2012,3,1
Marek,M,2012,2,0
Marek,M,2012,1,0
Marek,M,2011,12,1
Marek,M,2011,11,0
Marek,M,2011,10,0
Marek,M,2011,9,0
Marek,M,2011,8,1
Marek,M,2011,7,1
Marek,M,2011,6,1
Marek,M,2011,5,2
Marek,M,2011,4,0
